missed_payments_6months,monthly_bill_amount,payment_amount_trend,usage_trend_percent,peak_hour_usage_ratio,avg_monthly_usage_gb,service_outages_3months,network_stability_score,call_drops_per_month,cs_tickets_3months,unresolved_tickets,avg_resolution_time_hours,customer_engagement_score,app_usage_frequency_change,feature_usage_breadth,service_downgrades_6months,service_cancellation_attempts,nps_score,last_survey_rating,years_as_customer,historical_satisfaction_avg,dissatisfaction
0,109.1532099,-4.024186078,-27.96324128,0.598273812,65.33353664,0,68.82035149,5,0,0,24.05407873,61.45186797,40.26711703,4.467564334,1,1,-58,1.330802422,1.797431516,2.229855812,1
3,119.4429861,-1.582927105,11.84521603,0.778036661,126.25205,5,67.4384603,5,3,2,70.68277928,69.33875276,-5.478787793,9.110948178,2,0,74,5.40574018,4.953578422,4.59234797,1
1,86.15829401,16.27897172,-12.15905956,0.53610091,36.50383352,0,98.0327464,6,9,2,10.56705582,10.73452912,-42.62558349,8.385782926,2,0,-78,5.773673111,2.524041095,3.34415179,1
2,39.29826437,15.75950695,25.46377172,0.762093477,65.50748322,4,68.39590518,2,4,4,23.35115918,4.801186561,37.95215926,6.738978561,2,1,87,7.198408546,9.555798781,4.613059396,0
0,140.9218037,18.64388256,28.26349471,0.231354728,79.60875023,8,70.43674319,12,8,0,35.47033246,78.49121545,-24.80597876,6.890630201,1,1,-80,1.337106407,4.909820847,2.643215948,1
1,50.33922917,15.4041994,26.65598935,0.451275991,96.653297,4,98.78463756,2,6,0,34.9379677,38.46706248,-47.77498745,1.761849411,0,0,93,6.270816944,0.089482739,4.915634398,1
2,90.19001788,-19.67197162,-1.547147001,0.356094675,159.1834327,5,89.38834281,9,7,2,34.46702039,10.71125153,-36.41928944,9.55202145,0,0,78,1.027882329,0.928771895,2.440076214,1
5,89.41396468,5.658434093,21.72255906,0.638492579,47.93801861,7,87.98386132,8,8,2,13.48065092,76.26678164,15.91147419,1.962424571,0,1,42,3.386605306,2.843244917,4.027218461,1
4,55.67064931,-17.27049268,20.67296391,0.788778254,107.7045433,0,94.11705535,13,6,4,11.29020942,84.91630701,47.78114891,6.069099779,1,1,-43,5.497158298,0.921628417,2.221612334,1
1,143.3407537,-9.096228545,-10.85397161,0.353918037,122.5587681,1,64.63292329,7,4,4,19.08849863,58.73861908,-38.85378604,3.970637204,0,0,-75,9.201532037,8.939622255,1.423962194,1
4,59.68188624,3.132305179,19.73492845,0.592504761,18.82557842,8,88.23824946,4,4,1,65.93135692,16.12368084,-3.805195188,4.868667805,2,1,-42,2.139308344,8.543515668,4.332226387,1
3,162.3171794,8.024552736,-27.77954192,0.31885858,125.4335219,2,80.14754437,5,9,3,9.026760716,1.522247149,-31.93634491,6.491647098,2,0,-11,2.523602161,9.708615089,4.050326107,1
4,72.37744216,6.185281037,5.776192709,0.539198153,42.3995835,5,93.16602561,10,5,0,54.77718234,70.08024813,24.50365341,9.179662401,0,1,-56,7.023250579,7.064656143,4.282516135,1
1,78.83887262,-18.0376653,-16.19946976,0.478359492,22.35980267,4,80.32566875,11,4,0,54.78593591,55.01396748,-38.19411002,5.118104112,2,0,93,4.373755244,6.454645462,2.198778127,1
4,88.43381135,-15.85584522,-22.76598685,0.783203198,190.2882521,1,84.80965417,9,8,4,58.49369868,65.07971417,-26.01582515,9.889565998,0,1,62,6.610792617,9.234966379,3.814646502,1
0,55.96793535,-14.85652748,-25.3828079,0.565116364,193.4700863,6,79.10968506,0,2,4,63.94969972,81.31846702,-30.35940324,6.335308588,0,1,-7,9.977087504,9.463931448,1.879691391,1
1,103.8249627,-16.34342493,11.77732655,0.409703823,163.5954961,3,79.12635694,9,2,1,19.67556861,43.4227777,5.251978037,2.444985484,2,1,9,9.881844952,8.774878429,1.045246145,1
2,43.65527112,-12.87062307,-9.607502174,0.268457471,67.87661614,0,90.71879912,11,6,3,16.94372232,12.45154688,37.3184092,2.710083653,2,0,-37,4.183422215,8.614728438,4.465955103,1
4,102.6097344,7.539511652,13.48600629,0.290748097,28.55770166,3,85.14265603,0,6,1,34.05090232,93.99832854,1.109020116,7.44499932,2,1,-17,5.535328184,6.717032554,3.094101948,1
0,87.78506251,13.23349005,-26.07861955,0.335190158,140.004275,5,85.33052806,3,5,3,19.82133098,54.52621272,-44.17565472,1.453580148,2,0,-24,9.142211428,0.016059472,4.93461335,1
3,87.50512603,-3.647444397,-11.08257973,0.350579997,93.62897381,6,78.01129935,1,2,0,53.13600922,61.52941191,6.33889306,5.323074186,0,0,-74,1.829508962,4.295170503,2.54014278,1
3,142.3146228,7.711260257,2.369477543,0.710369635,33.18726462,6,81.24437985,10,6,1,46.15170995,93.34114296,29.75209993,2.333971988,2,0,-14,5.070735135,6.356627712,4.827492028,1
4,160.7338887,-11.99934955,17.44338989,0.536733673,104.0836129,6,89.82870665,6,4,4,63.12412585,93.15836563,-36.78438027,4.898967717,2,0,58,4.398196135,5.471273804,3.460229054,1
3,90.51974878,18.93120607,-10.87484982,0.514034547,16.53381901,2,93.03763676,1,6,1,6.874419548,57.20946067,-42.72887857,7.749256799,1,1,-89,3.653944954,8.211266299,3.048820287,1
2,74.54249765,-6.000099086,7.553482586,0.268861323,182.7708764,5,87.86245609,9,1,1,65.97091667,29.76114247,-31.21922224,5.129316354,2,1,1,9.947837907,8.189022765,2.211238413,1
1,114.0394039,13.83467625,23.15866489,0.716083816,59.1681965,7,96.96291955,1,5,0,21.82775249,99.7113634,24.60863228,2.471059981,2,1,-56,7.601943646,5.986820095,4.301105365,1
0,163.9122428,17.81465491,6.951791291,0.633688582,135.879234,3,92.81296353,4,7,4,35.83929856,68.081709,9.168041953,3.267328333,0,0,27,4.498722932,0.219940533,4.315178985,1
5,139.5774017,14.58855852,-16.02243151,0.240601017,69.22510446,7,82.47455159,3,0,4,32.14141195,40.84366769,4.059465396,4.307856298,0,1,-69,8.461197025,3.693299523,2.667718129,1
4,36.46022912,-17.31729394,-28.53595311,0.624701058,108.812924,1,86.85624291,7,3,2,54.98212723,55.98368029,-25.05201054,1.626050651,1,0,-47,5.406994906,2.288165853,3.909172568,1
3,111.588019,6.012286292,22.20593243,0.52612293,113.8749531,9,97.05233108,3,0,2,30.84366497,41.58340503,-16.77634048,6.259038725,2,0,93,8.855419711,3.387881088,2.788951743,0
1,198.4640608,-15.19637174,-28.72383535,0.249035207,45.12234655,8,84.76672177,13,0,2,67.99227334,88.83051523,46.58850129,6.467804122,2,0,12,3.397418611,6.172926545,3.958637178,1
5,90.03167971,-19.77347998,22.48210036,0.474980385,194.2210793,8,92.99227792,11,9,0,65.07990567,48.24993749,-25.93747733,1.559367344,2,1,14,3.012402046,0.664619027,4.976760627,1
2,104.9218562,-17.92866224,1.736228042,0.490817772,157.2752364,7,87.55242014,5,7,1,62.92344179,82.3528376,40.16454233,4.620801891,2,0,-69,3.225580131,0.22242049,2.049985255,1
3,78.85914434,16.64596786,26.34406191,0.299464724,188.5047989,9,82.07745444,4,6,4,6.059341618,84.01762978,8.053150446,4.726006146,2,1,42,5.846325185,4.36872916,3.536209829,0
3,114.6080972,16.33854057,17.92699415,0.767418888,180.0171966,9,69.67352782,10,9,4,61.65232237,82.43323377,-37.67035336,4.004376117,2,1,3,3.62182052,7.935738322,2.51951186,1
0,57.35662484,-10.96702449,29.87604663,0.709985223,123.600996,0,77.03990078,13,0,1,56.49611663,72.21886125,-3.268762184,6.019657663,1,1,-46,2.324077157,0.306985746,3.193486255,1
2,71.99231879,1.882448592,-8.957291073,0.601413402,185.1561047,1,98.70971299,1,1,4,8.349419237,85.48777168,44.85487174,4.113617411,2,0,-60,9.951651267,8.490485851,4.496589121,1
2,150.9951724,18.20113049,16.03129734,0.477377337,26.81357539,5,86.31061533,10,3,1,8.626417106,38.72295796,-8.143440186,4.747683515,2,1,26,9.103899047,3.838796328,2.390303478,0
4,53.50875493,-0.131754812,-5.884145183,0.447059325,47.23674386,9,82.57581521,14,0,0,8.182630618,11.46632061,36.33865648,8.177711927,2,0,-61,6.715111937,1.182354289,1.289553209,1
5,187.4444398,-4.256887194,-1.207462782,0.59058408,18.59318489,4,97.31826502,12,2,0,1.804614118,84.24542044,-24.35713053,2.458984199,1,0,-29,9.023885865,5.674977288,4.195748741,1
0,82.35326944,-0.670052238,7.650327793,0.527259122,71.81276285,8,83.46047124,11,7,0,39.95303567,49.81684157,7.09221518,6.572032258,2,0,13,9.419164638,9.523605614,3.220099421,1
4,127.7542665,11.60863046,22.42062685,0.237363864,83.84868504,4,81.04330074,13,7,1,70.11099469,12.73760325,34.38520582,5.550349615,1,0,76,7.084974627,5.42512899,2.797603789,1
0,84.71121519,-0.908894699,29.04500815,0.507501589,61.55631604,1,90.37243421,7,7,1,32.14661391,11.53125222,42.06884412,3.745644737,0,1,-63,5.668118008,6.866347558,1.733332188,1
2,111.2652319,11.33110725,16.09640483,0.68384217,167.4601267,9,88.50662476,1,5,3,39.39378263,15.9242394,-1.417663285,7.547811908,2,1,-45,8.93801613,8.164212869,1.371410927,1
0,183.6462258,-2.732102174,-4.93399307,0.475543927,77.78313207,3,67.72640034,8,5,4,69.72585557,75.09732597,13.96881021,5.960695236,1,1,-67,6.110172972,7.993401222,2.114942238,1
0,41.65813791,-9.919773152,-4.718579863,0.231173947,63.37755684,8,78.85233098,14,4,4,19.11793824,71.08566735,-49.70198692,5.296253743,0,1,28,2.141204886,0.731187285,3.875617053,1
0,175.5782465,-6.941090807,14.2549381,0.67176692,113.1122558,0,78.90061771,8,8,3,61.95138793,20.38186802,-24.67766925,7.009023833,1,0,-91,4.301704004,7.409954132,2.647083715,1
1,124.7875267,-16.88706141,-15.67337125,0.320818269,36.77560275,0,75.12898061,2,3,3,39.79372317,84.69234181,-22.12878963,8.220612772,1,0,67,5.013288566,9.494495659,3.28091035,1
1,143.062114,-0.104754224,-23.37155321,0.355172501,162.4174263,6,80.69173929,3,9,0,41.43283254,28.12947955,-40.65069883,9.75401911,0,0,-85,9.418321145,7.00652234,1.328182215,1
5,39.50080135,-14.075563,-8.722670542,0.298823812,24.1646223,2,76.52429591,7,6,3,25.36534386,79.29855833,-22.03049866,6.664153315,2,0,73,6.932669251,8.364428937,1.492972174,0
5,159.4378499,12.46188025,-12.7656605,0.398129039,197.508518,9,67.97381958,8,0,1,40.87248963,48.88059077,-17.88779669,8.869959869,2,1,51,8.877498065,4.85549701,1.045223324,1
2,51.7223305,-3.176377034,-12.22151277,0.654050903,156.7265062,1,76.49465949,2,8,2,6.193118173,73.15486825,46.87660396,1.009823869,1,1,-87,7.818325308,3.190693264,3.693137802,1
0,194.0196006,10.60009296,-15.98353494,0.511631516,47.75597949,8,62.8910779,4,6,1,55.28969366,38.13876631,16.86023806,5.772121235,0,0,-11,3.788747979,6.762392231,2.05781809,1
2,165.878837,18.1784171,-27.47440862,0.322928764,11.04920225,2,83.03143451,10,9,3,21.21283107,34.71405971,-7.399492058,2.931827939,2,0,66,7.468380938,4.921999781,4.867706343,1
1,113.7875564,13.97911799,-28.92756392,0.726698047,164.9376714,1,94.14618196,14,8,4,64.02019139,84.1359599,48.80544607,1.847732114,1,0,-83,2.757697623,8.952888563,2.233823241,1
0,187.1083827,18.05854719,29.26334338,0.727749113,144.3028953,7,89.01148337,7,6,1,27.11739932,3.530225451,-34.67676798,5.787739154,0,0,-17,4.673312305,9.743819686,2.454472155,1
4,58.74245797,2.717461075,-4.333611976,0.722347055,148.5113619,9,74.4157616,2,1,4,11.14051184,97.47369473,-2.394880607,7.721438555,1,1,68,8.254826714,8.198020675,2.877959326,1
1,198.5828739,-13.38702264,-6.94040117,0.343277727,156.5413659,5,63.48284822,6,5,1,50.40759178,64.81795583,14.7062207,4.710452702,0,0,-45,6.507362457,9.926796175,2.276562995,1
1,151.8592377,17.41583817,10.77883696,0.470743607,24.06848383,5,68.08597597,10,9,4,12.68504827,43.24833882,-44.44193655,7.030967044,2,1,63,8.428712554,3.483705984,4.269772888,1
1,46.72424532,14.74017562,-16.90476673,0.790993794,78.10848842,9,81.81961362,7,3,1,54.5113166,62.80545312,21.69988581,5.407473285,2,1,51,3.292332241,8.957553788,4.50482724,1
0,121.2205557,14.57651964,26.99767104,0.663207486,32.01512131,6,68.28228334,9,2,4,69.73596878,12.27409465,-40.01326471,4.933772794,1,0,-11,7.747739492,3.299336288,1.044144317,1
5,150.8489826,7.730977096,17.18070086,0.216300453,173.9896509,6,81.75892445,10,1,2,56.34825368,51.40524553,-35.97176914,3.612309764,2,0,-72,2.820919253,1.180380753,3.618646514,1
3,134.2137845,4.996650487,-24.63533986,0.239122755,128.4266441,5,69.26396099,13,5,0,2.593896639,98.50955233,-34.03104875,4.443341631,2,1,-79,5.907737552,6.213736953,3.74435312,1
4,102.0713978,-19.41104433,-4.945153453,0.478358826,72.87062472,3,93.95695478,2,7,1,43.59189095,23.52694378,42.88898267,4.148160677,0,1,-90,4.90181135,4.549886343,4.845699506,1
4,72.18428551,9.922162764,22.74709845,0.745532124,22.07608655,8,75.89085891,1,5,2,50.37415764,72.2278099,18.32355451,6.815684656,2,0,-60,6.00828272,9.216992334,2.481596789,1
2,70.49901387,-16.3385953,26.68392134,0.523221079,69.08664113,5,69.82202504,9,8,0,59.60754113,43.49713758,15.54275011,2.044166602,0,1,76,2.219800816,4.921938876,1.781119873,1
0,187.5815631,-9.609962556,-1.955909325,0.498687505,71.78483119,3,92.49304721,12,4,1,4.976163935,65.24581485,5.549349646,1.833727318,0,0,38,4.25105088,9.276325793,3.082324278,1
5,69.90592762,2.059611814,6.804683353,0.26328422,148.6251739,2,73.71355859,6,1,2,35.08765578,20.48872287,-20.71940013,6.940116948,1,0,-49,7.002134478,0.786338672,2.790222738,1
1,193.6088558,-1.930696605,-19.97796323,0.594068063,131.1359196,3,64.45950751,11,7,2,39.01133196,47.04649826,12.08897046,5.916682629,0,1,-34,6.026777147,8.305118357,4.166925862,1
3,65.73840039,-19.36902441,29.47011757,0.693261896,178.5704211,2,82.81637966,8,8,2,13.00786525,98.00927139,-8.985028011,4.871800871,2,1,-16,5.94072783,7.591142685,4.615901765,1
0,95.32824238,12.95940234,-16.09969792,0.428252005,99.72083578,1,83.26256818,0,9,3,23.89393649,19.5287151,-35.45838499,2.37198596,0,0,-26,5.597471009,7.199782735,1.346832111,1
0,32.09498249,15.15203832,26.56390645,0.665367111,32.72290673,4,88.58782701,2,3,4,32.25574256,63.64450278,18.95972903,4.699244007,0,0,35,9.49496419,3.551358551,4.386317915,0
5,183.5344697,7.27491774,8.97879894,0.778685992,145.5165096,1,69.60877733,4,5,0,60.15788785,57.55977488,-37.04178321,8.10758587,1,1,58,9.411127281,7.83759636,4.635883513,1
3,47.73978481,1.642714346,6.464207693,0.322259875,154.5491592,5,77.75085356,2,9,4,66.98793719,56.50515863,-30.9331419,9.006591122,2,1,22,4.241304755,4.832965792,4.696543513,1
1,90.7459741,18.42951356,0.761310661,0.513997779,116.6426675,2,71.29471676,0,7,4,45.61802085,61.51232897,31.76993118,7.32318913,2,1,-95,4.167055104,7.152035109,4.057239435,1
0,173.2280964,-15.20175169,-16.1598113,0.372282775,156.4837642,5,63.23814944,14,8,4,29.04110821,50.22379737,16.01170961,1.539209583,2,1,-20,5.994086109,5.522271468,3.968330244,1
4,164.6226496,9.516402147,-19.40831808,0.675712651,103.8211633,9,95.06455308,6,4,2,19.03620226,1.693075026,13.09911542,7.033687989,0,0,98,1.860456557,1.574397045,1.0595871,1
4,173.0551734,-14.86557548,-16.77082746,0.54655602,109.3192376,8,89.15479218,6,5,4,70.73159809,90.00968115,-8.179721566,3.168870306,2,0,-88,3.727060307,0.645585902,4.68076649,1
3,185.3982904,-4.726208043,-18.81370427,0.580749451,91.23279349,0,72.05852238,9,3,3,70.79441986,82.69788275,-10.37194818,3.837261187,2,0,-95,3.077808092,3.661866512,2.406020855,1
1,184.8820341,3.419380367,16.77506841,0.678748496,14.82963408,5,83.97491971,11,4,1,66.67336332,17.41676809,19.02626092,2.762858872,0,1,94,3.010507015,9.327888229,1.164487586,1
3,160.984858,9.48350762,-8.99248445,0.437582284,30.49937113,8,68.05055153,7,6,2,56.78250964,41.32731774,24.00055386,7.981802116,1,1,54,6.746549733,5.297350208,2.65191724,1
0,129.012023,-19.85135599,-26.52943941,0.749054041,15.97154528,3,95.60946487,4,8,0,24.13034761,77.05489807,1.021320236,6.837419104,1,0,20,4.459153009,8.021920676,3.931410533,1
4,125.4633753,-9.576084545,28.14615781,0.51981732,130.9179781,1,64.59625373,9,9,1,59.00703433,98.00623154,46.92692443,6.506515491,0,1,-56,2.540479373,5.759530706,2.767820807,1
2,32.19632089,1.528015656,23.0271531,0.294772894,69.7276364,3,60.15348582,11,5,1,30.02430423,95.11370464,45.56995589,7.011753487,1,1,5,8.988146605,9.579052863,4.032044358,1
3,152.8369456,1.314947166,25.66513699,0.617539471,106.6284313,0,80.08032791,4,5,1,24.20088997,89.93591997,-8.757050999,3.130950353,1,1,-75,8.867338191,3.694555622,3.037637708,1
2,68.53504159,5.505057398,29.69446936,0.67595681,182.43763,2,83.32511294,4,7,4,53.88544045,15.83738973,32.06222543,5.001799729,1,1,-97,8.762166312,0.570504554,2.197708593,1
2,170.8785612,-7.845856765,-19.56628505,0.390057006,57.36552354,9,83.15861281,0,3,4,6.655428861,91.4475106,4.32678416,6.699283494,2,1,-64,4.51670448,7.806683833,1.811649377,1
5,124.1466945,1.621170044,-6.225478866,0.714307554,87.97275538,8,62.1804771,9,2,2,4.447953354,87.8444913,1.175588756,6.729346249,1,1,-80,1.512842082,7.054565083,2.684413181,1
4,197.8321396,-12.4085289,15.49430854,0.743685953,153.5547163,9,72.56175228,4,6,4,32.8047125,37.69499112,-44.50359386,8.126666765,2,0,-73,1.960678161,5.275343822,1.143213807,1
3,65.7464923,-12.52511142,11.76123708,0.366142692,53.47165144,4,79.96795787,5,4,4,32.64035486,39.45225945,7.397471047,3.5839357,1,0,-69,3.484432718,3.263912432,2.69017562,1
2,152.9891114,3.062558537,-20.76624562,0.790112884,24.62618287,5,68.66316743,14,1,4,64.59073487,45.9908922,40.05779306,7.933025095,2,0,2,2.979730037,1.882651477,1.274480387,1
0,123.0807406,7.418903402,18.9499875,0.284426917,65.05277605,2,94.90503542,12,1,2,9.956869836,65.6175631,28.01338492,4.961660326,0,0,80,8.865870581,4.822760442,4.508018831,0
5,188.4071636,-15.18400133,-16.53356569,0.321209401,40.63204458,4,63.48437158,11,5,2,9.753158849,26.0835616,28.63171447,7.031554229,0,1,60,9.877223624,6.662014093,3.301924127,0
1,75.2189304,-15.08840392,-16.57094311,0.310534904,186.6425539,7,79.49537767,0,7,3,11.46913463,2.294842944,-34.00709614,5.101474421,1,0,-75,8.350062961,5.788864294,3.584171852,1
5,40.10439159,2.612107658,2.218465374,0.736393826,163.5428721,5,87.6566423,10,0,3,3.111274552,14.12295246,-14.15505529,9.537491528,2,0,44,7.568640125,4.374905104,2.155455962,1
1,122.4571577,-9.196169909,5.576396091,0.592575531,130.3467137,3,70.47004401,6,5,3,6.092953385,44.01159076,-26.67950833,2.613720383,0,0,83,6.297617259,5.396944443,1.903284306,1
4,118.6742136,-4.30403591,4.80517247,0.29126257,175.5775121,1,84.96962948,0,1,3,47.85076054,28.20025694,-18.40847175,7.075045797,0,0,15,7.929174693,1.079549303,3.831620997,0
3,82.9902274,-3.970062094,-24.51078976,0.464194051,162.6976946,8,93.17540601,10,1,1,31.64248737,76.4516561,7.953934349,6.188815007,0,1,-8,9.52329981,6.958401039,3.686261932,1
3,197.7114256,-12.85788563,22.64765176,0.569178815,45.44831119,0,67.613479,1,6,1,55.21581776,10.66900705,-13.52161866,2.554579369,0,1,-71,6.412102029,7.342560438,1.490713825,1
1,41.85094211,-19.94741466,-14.06399744,0.250078451,179.5862097,0,96.68882367,1,9,3,71.47443802,91.74652256,6.069781746,1.594057022,1,0,20,2.391519196,0.114526041,1.954565532,1
0,126.8184167,14.1260724,-22.22910472,0.729449821,112.475026,3,82.14234131,4,0,3,47.79146236,89.53271799,-6.149875173,8.192299501,2,0,-96,2.474724855,2.705195559,4.786303146,1
1,74.23687502,8.600078756,23.32488479,0.682162121,163.4136295,6,71.96928017,13,5,0,4.582345514,90.87568169,-21.33844416,2.417062003,0,1,17,6.254765228,0.921168602,2.216709702,0
1,30.32504198,7.621542325,27.33908989,0.503124064,180.257347,0,77.23433102,9,6,1,8.423963398,73.96099986,-40.45965658,2.678560145,1,1,-95,4.001216858,9.982321319,1.103326041,1
3,197.9343534,1.860205525,21.72765704,0.780275969,70.42066024,8,72.48767535,12,7,0,63.55129002,10.69999715,39.18384573,9.805908016,0,0,5,9.192226377,5.933428338,1.255128203,1
2,111.8741822,8.038786183,18.57096448,0.450656588,30.90986566,3,89.0044464,6,6,0,38.45221206,43.81375714,-48.8626634,7.455347663,0,1,23,6.504781005,4.657380942,4.101979188,0
0,175.7223839,17.4275351,9.314518838,0.790466191,53.30768088,2,91.85202654,0,5,4,59.56343832,13.14053718,-49.83475119,3.254381574,0,1,89,7.088433521,4.63001019,4.028622738,1
3,172.8114307,6.626949449,3.051442237,0.600751999,91.15047984,0,93.31749569,9,8,2,61.81947587,98.76991928,32.67977398,6.318540641,0,0,37,1.052386391,9.647739192,2.527309078,1
5,168.0873223,-9.396343923,-24.78079441,0.580802764,165.4228055,9,99.43072998,0,2,1,66.86489245,33.30384234,49.68109403,5.807006546,1,1,-31,5.489636969,6.598556381,1.612803106,1
1,108.032933,2.82240207,-5.492807216,0.299572937,173.5388108,3,91.6513717,0,5,3,68.43787359,58.53305419,22.71028277,8.600259408,2,0,37,4.880482493,1.686595582,2.992420868,1
2,182.307474,-2.307023865,-7.638688979,0.729156655,11.3209048,8,84.05536283,5,3,3,40.39263155,77.93930542,-48.47261619,7.56388673,1,0,5,7.352846711,4.48158828,2.327554621,1
0,92.43627894,2.256765244,-14.41477297,0.456493813,107.0419875,9,73.56881194,1,1,2,25.21243223,92.06160842,-27.33097733,8.485490129,1,1,-57,4.443747943,7.741968409,2.495873392,1
4,99.42577611,0.704419097,13.40520682,0.297340043,89.3080906,5,81.78381795,0,0,1,69.29240608,75.55477258,47.18227003,2.903559292,1,1,-45,9.789175287,4.233500669,2.043941416,1
0,73.46988329,14.35101141,-0.247455895,0.207564512,52.20048399,5,61.64272691,5,0,3,39.86585483,67.45037788,30.86042522,6.761972839,0,1,31,7.031828634,3.095334259,1.251431651,0
0,106.1744629,6.072004135,-25.13722705,0.53585341,32.77441979,0,89.79300302,13,9,3,5.56194333,46.5981782,6.67998438,1.362167726,2,1,-88,6.939264998,9.912160766,4.164637107,1
1,197.7050345,-12.44966088,-16.78900788,0.516439773,74.14688257,9,77.8382218,1,2,4,46.63713505,60.54001338,-26.31392906,1.620465511,0,1,21,9.274070303,9.356371346,3.472883299,0
1,127.4509126,-17.47932884,10.99552582,0.631612173,189.1528437,1,60.80092919,5,3,0,42.72561728,9.416380885,-48.56297941,7.421743294,1,1,-82,9.956843505,9.415603693,4.338540495,1
4,171.2866174,-3.025448453,-25.43214843,0.734154832,71.40855708,5,62.50027766,9,1,3,64.60129398,88.3922542,-47.91385274,1.219780924,0,0,97,2.780386203,1.316725297,3.01280791,1
4,74.76829598,-19.37557511,21.07241484,0.247643951,108.5702181,1,75.49865855,7,0,1,47.37629043,54.37773088,11.19808635,6.21788508,2,1,-11,8.294798289,2.342552568,4.939946556,1
4,192.5065176,-7.268104567,-0.291208379,0.638897894,143.5736022,2,83.33686076,1,3,2,25.78272214,4.013505043,-47.81681236,8.563645886,2,0,89,2.460875458,4.420669582,4.850099638,1
